,equal_weight,multifactor_topk,sepa_stock_magician_topk,vcp_topk,fixed_multistrategy_fusion,llm_strategy_agent_mock
2020-08-31,0.6742034950758864,0.6243033932442189,0.6563714678226672,0.6177654115113886,0.6194772707711371,0.6072835763741938
2020-09-30,0.6417206482582359,0.5932938441516468,0.6359934880398799,0.5815934897580269,0.5887074382704901,0.5731984936752006
2020-10-30,0.6785923022200501,0.6184864323902538,0.6619942116640414,0.6062102994826651,0.6137052774214434,0.5970500440252685
2020-11-30,0.6148990591337778,0.5644553142773345,0.6061254040304944,0.5478014019825034,0.5600918421149805,0.5437170332071521
2020-12-31,0.6224360667837471,0.5766917018436297,0.6200775653101074,0.5542661104144023,0.5722336373634026,0.5542466525065336
2021-01-29,0.6267139699597243,0.5792611893161241,0.6251054027514092,0.5588277851701715,0.5747832616389811,0.55634211656381
2021-02-26,0.6266884415895828,0.5716960629477122,0.6073540336188121,0.5525046976120037,0.5672766168145963,0.5450570813751898
2021-03-31,0.5846392152554516,0.5202990024841192,0.563491598350881,0.5080797537939626,0.5162768768064707,0.4959731806203192
2021-04-30,0.5743200904734428,0.5125884142777979,0.5526451969622415,0.503022182404067,0.5086258946241209,0.4886230897324178
2021-05-31,0.5796341178159119,0.5138254616857758,0.5540266679259229,0.4996513516793264,0.5098533791459116,0.4854935788304608
2021-06-30,0.5337175695542558,0.4710913030406367,0.5123546308197908,0.46171304905943283,0.46744957315564717,0.4485371523721249
2021-07-30,0.5008582909633622,0.44881815535702274,0.4863793314425158,0.42967218973129345,0.4453486060812456,0.42313604399552057
2021-08-31,0.5182153294113342,0.46313121621950715,0.5092014030052825,0.4500601554018187,0.4595510210855871,0.43853697446295253
2021-09-30,0.49838574726231144,0.4301831641149115,0.46720701776955054,0.4246663033715472,0.4268576709999568,0.4081999923210435
2021-10-29,0.48063992513213594,0.41242281700077116,0.45531002577170354,0.40873976859607203,0.40923461868713396,0.39235362270995044
2021-11-30,0.5281123014398493,0.4577666666796531,0.5088260442637152,0.45334377298006484,0.4542279417241309,0.4355498167436143
2021-12-31,0.5781306677624828,0.5072158229660153,0.5588182437166083,0.49572525146659224,0.5032948356569467,0.4808900632210984
2022-01-31,0.587530489110158,0.5081280248449032,0.5564837546108046,0.49974461971228773,0.5041999858394393,0.48169180103931336
2022-02-28,0.5988611235034949,0.5098231640863086,0.5698160335935507,0.5034999274191498,0.505882020956029,0.4828601142787324
2022-03-31,0.6448846683561568,0.5318256921234181,0.6066606597444205,0.5349645707740993,0.527714460385302,0.5042011130435264
2022-04-29,0.6403825657481125,0.5147104417782208,0.6019638770265393,0.5237245554983119,0.5107315179775871,0.4887144574284362
2022-05-31,0.6152069393184081,0.4935083014838941,0.5682120731750021,0.5007460929505752,0.4896932789640466,0.46910589320071644
2022-06-30,0.6235198046674083,0.49288006840705445,0.5679879524848928,0.4972729565465021,0.48906990238775344,0.46926618240387424
2022-07-29,0.6476580832577,0.5051469595831946,0.5825936250866655,0.5118539204433323,0.5012419654405473,0.4797543191718266
2022-08-31,0.6787755626886813,0.5210207822090879,0.6056461907622979,0.524429027575718,0.516993076876757,0.4953062465600403
2022-09-30,0.6942783254611714,0.5375363170094822,0.6212959786805438,0.5420042710112952,0.5333809397879422,0.5066418881189402
2022-10-31,0.7032356050207518,0.5389484228643004,0.6173142929200306,0.5362398259723358,0.5347821294826466,0.5078208418604473
2022-11-30,0.7197168385855488,0.5541491037687352,0.6365776424167849,0.5502857135409547,0.5498653028602716,0.5255895053028928
2022-12-30,0.6881162770538363,0.5346853981146896,0.6068956276077035,0.5278949334863992,0.5305520596709234,0.5101490040771931
2023-01-31,0.7099412943038105,0.5567559423393484,0.6357455494240984,0.5505881379335604,0.5524519894945901,0.5312832665406855
2023-02-28,0.7182967357138826,0.5659169150621985,0.6368639960497989,0.5568628930120757,0.5615421441235271,0.5438232833113313
2023-03-31,0.753594206343429,0.5943562012303398,0.6641751467298642,0.5725075228918685,0.5897615828912222,0.5657920555275068
2023-04-28,0.7719980749271202,0.6027858730138455,0.6798606804080233,0.5788748126865882,0.5981260898384072,0.5687177936840345
2023-05-31,0.7813953613141011,0.60570935965159,0.6903353553734727,0.5761900883586116,0.6010269767198235,0.5666262347827269
2023-06-30,0.8106112460607551,0.6056459780473136,0.7141502024207674,0.5796652112145546,0.6009640850814644,0.5673658252526772
2023-07-31,0.8007073252296895,0.6080479034073158,0.728997147855018,0.5917429999662589,0.603347442568724,0.5693726640590357
2023-08-31,0.8347250007431972,0.639680792094536,0.7518648120975888,0.6228799601064215,0.6347357959921062,0.596953535683117
2023-09-29,0.9106957889600845,0.707253063527834,0.8260330710052716,0.6790802683894318,0.7017857059241688,0.6585309152753439
2023-10-31,0.8013813713830588,0.6233641228905059,0.7197758678355527,0.6043802373271474,0.6185452613642831,0.5795087976493031
2023-11-30,0.7378158901794177,0.5742161758447033,0.6660083166988763,0.55671917118209,0.5697772482004846,0.5347314219756744
2023-12-29,0.7562038966678887,0.5868370569860176,0.6846974592711845,0.577345091129281,0.5823005647301609,0.5467676976198397
2024-01-31,0.8582617457247284,0.669406794099964,0.7687184524467268,0.6576179775383181,0.6642320037534765,0.6235690958359136
2024-02-29,0.8317307776514856,0.6394060267042048,0.7464960886207855,0.634050538932419,0.634463154651459,0.5970789966012306
2024-03-29,0.8908430600859635,0.6781126905287301,0.8064333298873693,0.6733459613088802,0.6728706000155963,0.6332258904710084
2024-04-30,0.9597076321631768,0.7409966828569429,0.8816785754211188,0.7284102160736707,0.7352684731718545,0.698905743439916
2024-05-31,0.8917153778517151,0.7037203669009572,0.8094409572341303,0.6862020181778518,0.6982803184978603,0.6533349987892592
2024-06-28,0.9251649271134958,0.742771439386355,0.8625312926306324,0.7311334331379087,0.7370295101020085,0.6929685179449392
2024-07-31,0.8955437637356489,0.7237518445887977,0.8381660524516877,0.719175534184858,0.7181569446092326,0.6758735495075072
2024-08-30,0.988767664381703,0.7920323934422242,0.9090403212112773,0.7876297189454813,0.7859096566851215,0.7436326925193919
2024-09-30,0.9537902224102321,0.7548936430901507,0.867107076689738,0.7400789789083532,0.7490580041762376,0.7044484586412391
2024-10-31,0.9507839918246841,0.7364964606393566,0.8554624299338237,0.7301959134904442,0.7308030395263203,0.6931688087844176
2024-11-29,0.9771439940823557,0.7407684218068131,0.8620166564461799,0.7404081940511602,0.735041976673697,0.6937649586271836
2024-12-31,0.9869057419634163,0.7377531748974457,0.8711058261542894,0.7374460620813446,0.7320500388653671,0.6908369713378986
2025-01-31,0.9741349430101114,0.7213040562413391,0.8617762582190104,0.7243294943126213,0.7157280786743075,0.6734903283919579
2025-02-28,0.9476224457206547,0.6987441794379035,0.838242799564408,0.7018515751073457,0.6933425990143268,0.654109361814807
2025-03-31,0.9811930387631707,0.724555222326601,0.8727857395943572,0.7286737198779402,0.718954111906092,0.6809897667962473
2025-04-30,1.0171399515282167,0.7599588143027403,0.9012075757552208,0.7465723903907908,0.7540840195282572,0.7096580631505479
2025-05-30,1.036833892507207,0.7717255757146043,0.9021510567371749,0.7491896157314054,0.7657598190259307,0.7128399895717857
2025-06-30,0.9901160379613909,0.7408565167690883,0.8629128391121633,0.7084760717562729,0.7351293906256142,0.678414989747021
2025-07-31,0.9866782698792745,0.7247257763337834,0.8480760461171488,0.693616792365654,0.7191233474605224,0.665392521425735
2025-08-29,1.0283176947621648,0.7650587574177863,0.8975266411528904,0.7306479412956212,0.7591445379815999,0.7009962004019924
2025-09-30,1.0325135944023713,0.7715662420844306,0.9060250786291499,0.7316942559180621,0.7656017171103714,0.7071685077096166
2025-10-31,1.0379136648590843,0.7671650497300444,0.909251207928042,0.7278545783729816,0.7612345477863894,0.7064765618137856
2025-11-28,0.9815602605470576,0.7164215616894131,0.8642891233021587,0.6750195012914596,0.7108833278170925,0.6578021884677071
2025-12-31,1.0268464644312019,0.759518592149051,0.9023635367243666,0.707099885581413,0.7536472004732089,0.690935061891293
