,equal_weight,multifactor_topk,sepa_stock_magician_topk,vcp_topk,fixed_multistrategy_fusion,llm_strategy_agent_mock
2020-12-31,0.6224360667837475,0.5766917018436307,0.620077565310107,0.5542661104144009,0.5722336373634033,0.5542466525065337
2021-01-29,0.626713969959725,0.5792611893161249,0.6251054027514084,0.5588277851701698,0.5747832616389815,0.5563421165638104
2021-02-26,0.6266884415895836,0.571696062947713,0.6073540336188114,0.5525046976120019,0.5672766168145967,0.5450570813751902
2021-03-31,0.5846392152554523,0.52029900248412,0.5634915983508801,0.5080797537939611,0.5162768768064712,0.49597318062031953
2021-04-30,0.5743200904734435,0.5125884142777988,0.5526451969622409,0.5030221824040657,0.5086258946241214,0.4886230897324183
2021-05-31,0.5796341178159125,0.5138254616857768,0.5540266679259224,0.499651351679325,0.5098533791459122,0.4854935788304611
2021-06-30,0.5337175695542565,0.47109130304063784,0.5123546308197905,0.46171304905943145,0.467449573155648,0.4485371523721253
2021-07-30,0.5008582909633628,0.44881815535702396,0.48637933144251555,0.4296721897312922,0.4453486060812465,0.4231360439955212
2021-08-31,0.5182153294113346,0.4631312162195083,0.5092014030052824,0.4500601554018175,0.45955102108558793,0.4385369744629532
2021-09-30,0.4983857472623117,0.43018316411491253,0.4672070177695507,0.4246663033715462,0.4268576709999576,0.4081999923210442
2021-10-29,0.4806399251321362,0.4124228170007722,0.4553100257717037,0.4087397685960711,0.4092346186871348,0.39235362270995106
2021-11-30,0.5281123014398497,0.4577666666796542,0.5088260442637154,0.4533437729800638,0.4542279417241317,0.43554981674361487
2021-12-31,0.5781306677624827,0.5072158229660165,0.5588182437166083,0.4957252514665912,0.5032948356569475,0.48089006322109884
2022-01-31,0.5875304891101579,0.5081280248449042,0.5564837546108043,0.49974461971228656,0.5041999858394399,0.4816918010393138
2022-02-28,0.5988611235034951,0.5098231640863095,0.5698160335935504,0.5034999274191484,0.5058820209560295,0.48286011427873293
2022-03-31,0.644884668356157,0.5318256921234192,0.6066606597444201,0.534964570774098,0.5277144603853028,0.5042011130435269
2022-04-29,0.6403825657481129,0.5147104417782217,0.6019638770265385,0.5237245554983105,0.5107315179775875,0.4887144574284368
2022-05-31,0.6152069393184085,0.49350830148389513,0.5682120731750013,0.5007460929505739,0.4896932789640472,0.46910589320071705
2022-06-30,0.623519804667409,0.4928800684070555,0.5679879524848922,0.497272956546501,0.48906990238775405,0.46926618240387485
2022-07-29,0.6476580832577006,0.5051469595831956,0.5825936250866651,0.5118539204433312,0.5012419654405479,0.47975431917182726
2022-08-31,0.6787755626886821,0.521020782209089,0.6056461907622975,0.5244290275757169,0.5169930768767577,0.49530624656004074
2022-09-30,0.6942783254611722,0.5375363170094831,0.6212959786805431,0.5420042710112942,0.5333809397879427,0.5066418881189406
2022-10-31,0.7032356050207528,0.5389484228643012,0.6173142929200298,0.5362398259723347,0.5347821294826469,0.5078208418604476
2022-11-30,0.71971683858555,0.554149103768736,0.6365776424167842,0.5502857135409533,0.549865302860272,0.5255895053028931
2022-12-30,0.6881162770538374,0.5346853981146906,0.6068956276077028,0.5278949334863979,0.5305520596709239,0.510149004077193
2023-01-31,0.7099412943038116,0.5567559423393494,0.6357455494240977,0.5505881379335588,0.5524519894945904,0.5312832665406853
2023-02-28,0.7182967357138839,0.5659169150621998,0.6368639960497982,0.5568628930120739,0.5615421441235275,0.543823283311331
2023-03-31,0.7535942063434301,0.594356201230341,0.6641751467298632,0.5725075228918663,0.5897615828912226,0.5657920555275063
2023-04-28,0.7719980749271214,0.6027858730138468,0.6798606804080222,0.5788748126865862,0.5981260898384079,0.5687177936840341
2023-05-31,0.7813953613141023,0.6057093596515912,0.6903353553734719,0.5761900883586096,0.6010269767198241,0.5666262347827263
2023-06-30,0.8106112460607564,0.6056459780473148,0.7141502024207663,0.5796652112145525,0.6009640850814649,0.5673658252526766
2023-07-31,0.8007073252296906,0.6080479034073171,0.7289971478550171,0.5917429999662568,0.6033474425687245,0.5693726640590353
2023-08-31,0.8347250007431984,0.6396807920945369,0.7518648120975877,0.6228799601064193,0.6347357959921064,0.5969535356831164
2023-09-29,0.9106957889600859,0.7072530635278349,0.8260330710052702,0.6790802683894293,0.7017857059241689,0.6585309152753431
2023-10-31,0.80138137138306,0.6233641228905069,0.7197758678355516,0.6043802373271454,0.6185452613642833,0.5795087976493029
2023-11-30,0.737815890179419,0.5742161758447043,0.6660083166988754,0.5567191711820882,0.5697772482004849,0.5347314219756744
2023-12-29,0.7562038966678899,0.5868370569860186,0.6846974592711835,0.5773450911292791,0.5823005647301612,0.5467676976198396
2024-01-31,0.8582617457247297,0.669406794099965,0.7687184524467254,0.6576179775383159,0.6642320037534768,0.6235690958359131
2024-02-29,0.8317307776514872,0.6394060267042059,0.7464960886207841,0.634050538932417,0.6344631546514595,0.5970789966012303
2024-03-29,0.8908430600859651,0.6781126905287315,0.8064333298873678,0.6733459613088781,0.6728706000155971,0.6332258904710081
2024-04-30,0.9597076321631781,0.7409966828569442,0.881678575421117,0.7284102160736686,0.7352684731718552,0.6989057434399154
2024-05-31,0.8917153778517162,0.7037203669009586,0.809440957234129,0.6862020181778496,0.6982803184978611,0.6533349987892589
2024-06-28,0.925164927113497,0.7427714393863565,0.862531292630631,0.7311334331379066,0.7370295101020092,0.6929685179449387
2024-07-31,0.8955437637356498,0.7237518445887993,0.8381660524516864,0.719175534184856,0.7181569446092334,0.6758735495075068
2024-08-30,0.9887676643817037,0.7920323934422259,0.9090403212112755,0.7876297189454792,0.7859096566851222,0.743632692519391
2024-09-30,0.9537902224102327,0.7548936430901524,0.8671070766897361,0.7400789789083513,0.7490580041762384,0.7044484586412383
2024-10-31,0.9507839918246842,0.7364964606393581,0.8554624299338217,0.7301959134904424,0.7308030395263211,0.6931688087844166
2024-11-29,0.9771439940823559,0.7407684218068143,0.8620166564461778,0.7404081940511584,0.7350419766736974,0.6937649586271826
2024-12-31,0.9869057419634162,0.737753174897447,0.8711058261542873,0.737446062081343,0.7320500388653676,0.6908369713378976
2025-01-31,0.9741349430101115,0.7213040562413403,0.8617762582190084,0.7243294943126198,0.715728078674308,0.673490328391957
2025-02-28,0.9476224457206547,0.6987441794379047,0.8382427995644057,0.7018515751073443,0.6933425990143273,0.6541093618148063
2025-03-31,0.9811930387631702,0.7245552223266021,0.8727857395943546,0.7286737198779387,0.7189541119060924,0.6809897667962465
2025-04-30,1.017139951528216,0.7599588143027413,0.9012075757552183,0.746572390390789,0.7540840195282574,0.709658063150547
2025-05-30,1.0368338925072067,0.771725575714605,0.9021510567371721,0.749189615731404,0.7657598190259306,0.7128399895717848
2025-06-30,0.9901160379613902,0.7408565167690891,0.862912839112161,0.7084760717562717,0.7351293906256144,0.6784149897470202
2025-07-31,0.9866782698792739,0.7247257763337845,0.8480760461171468,0.6936167923656529,0.7191233474605229,0.6653925214257345
2025-08-29,1.0283176947621635,0.7650587574177873,0.8975266411528883,0.7306479412956199,0.7591445379816001,0.700996200401992
2025-09-30,1.0325135944023696,0.7715662420844321,0.9060250786291476,0.7316942559180607,0.7656017171103722,0.7071685077096161
2025-10-31,1.0379136648590828,0.7671650497300456,0.9092512079280393,0.72785457837298,0.7612345477863899,0.7064765618137858
2025-11-28,0.9815602605470566,0.7164215616894143,0.8642891233021565,0.6750195012914583,0.7108833278170931,0.6578021884677075
2025-12-31,1.026846464431201,0.7595185921490519,0.9023635367243641,0.7070998855814115,0.753647200473209,0.6909350618912932
